embedding,model,fold,base,output_csv,expected_rows,has_index,has_synth_npy,has_hp_json,has_teacher_pkl,status
e5_base,global_rf,9,n768_gemma,g2f_labels_fold09_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,9,n96_gemma,g2f_labels_fold09_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,10,n1536_gemma,g2f_labels_fold10_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,10,n192_gemma,g2f_labels_fold10_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,10,n3072_gemma,g2f_labels_fold10_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,10,n384_gemma,g2f_labels_fold10_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,10,n768_gemma,g2f_labels_fold10_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,10,n96_gemma,g2f_labels_fold10_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,11,n1536_gemma,g2f_labels_fold11_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,11,n192_gemma,g2f_labels_fold11_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,11,n3072_gemma,g2f_labels_fold11_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,11,n384_gemma,g2f_labels_fold11_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,11,n768_gemma,g2f_labels_fold11_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,11,n96_gemma,g2f_labels_fold11_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,12,n1536_gemma,g2f_labels_fold12_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,12,n192_gemma,g2f_labels_fold12_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,12,n3072_gemma,g2f_labels_fold12_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,12,n384_gemma,g2f_labels_fold12_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,12,n768_gemma,g2f_labels_fold12_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,12,n96_gemma,g2f_labels_fold12_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,13,n1536_gemma,g2f_labels_fold13_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,13,n192_gemma,g2f_labels_fold13_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,13,n3072_gemma,g2f_labels_fold13_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,13,n384_gemma,g2f_labels_fold13_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,13,n768_gemma,g2f_labels_fold13_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,13,n96_gemma,g2f_labels_fold13_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,14,n1536_gemma,g2f_labels_fold14_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,14,n192_gemma,g2f_labels_fold14_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,14,n3072_gemma,g2f_labels_fold14_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,14,n384_gemma,g2f_labels_fold14_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,14,n768_gemma,g2f_labels_fold14_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,14,n96_gemma,g2f_labels_fold14_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,15,n1536_gemma,g2f_labels_fold15_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,15,n192_gemma,g2f_labels_fold15_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,15,n3072_gemma,g2f_labels_fold15_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,15,n384_gemma,g2f_labels_fold15_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,15,n768_gemma,g2f_labels_fold15_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,15,n96_gemma,g2f_labels_fold15_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,16,n1536_gemma,g2f_labels_fold16_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,16,n192_gemma,g2f_labels_fold16_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,16,n3072_gemma,g2f_labels_fold16_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,16,n384_gemma,g2f_labels_fold16_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,16,n768_gemma,g2f_labels_fold16_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,16,n96_gemma,g2f_labels_fold16_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,17,n1536_gemma,g2f_labels_fold17_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,17,n192_gemma,g2f_labels_fold17_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,17,n3072_gemma,g2f_labels_fold17_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,17,n384_gemma,g2f_labels_fold17_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,17,n768_gemma,g2f_labels_fold17_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,17,n96_gemma,g2f_labels_fold17_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,18,n1536_gemma,g2f_labels_fold18_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,18,n192_gemma,g2f_labels_fold18_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,18,n3072_gemma,g2f_labels_fold18_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,18,n384_gemma,g2f_labels_fold18_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,18,n768_gemma,g2f_labels_fold18_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,18,n96_gemma,g2f_labels_fold18_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,19,n1536_gemma,g2f_labels_fold19_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,19,n192_gemma,g2f_labels_fold19_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,19,n3072_gemma,g2f_labels_fold19_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,19,n384_gemma,g2f_labels_fold19_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,19,n768_gemma,g2f_labels_fold19_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,19,n96_gemma,g2f_labels_fold19_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,20,n1536_gemma,g2f_labels_fold20_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,20,n192_gemma,g2f_labels_fold20_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,20,n3072_gemma,g2f_labels_fold20_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,20,n384_gemma,g2f_labels_fold20_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,20,n768_gemma,g2f_labels_fold20_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,20,n96_gemma,g2f_labels_fold20_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,21,n1536_gemma,g2f_labels_fold21_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,21,n192_gemma,g2f_labels_fold21_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,21,n3072_gemma,g2f_labels_fold21_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,21,n384_gemma,g2f_labels_fold21_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,21,n768_gemma,g2f_labels_fold21_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,21,n96_gemma,g2f_labels_fold21_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,22,n1536_gemma,g2f_labels_fold22_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,22,n192_gemma,g2f_labels_fold22_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,22,n3072_gemma,g2f_labels_fold22_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,22,n384_gemma,g2f_labels_fold22_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,22,n768_gemma,g2f_labels_fold22_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,22,n96_gemma,g2f_labels_fold22_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,23,n1536_gemma,g2f_labels_fold23_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,23,n192_gemma,g2f_labels_fold23_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,23,n3072_gemma,g2f_labels_fold23_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,23,n384_gemma,g2f_labels_fold23_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,23,n768_gemma,g2f_labels_fold23_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,23,n96_gemma,g2f_labels_fold23_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,24,n1536_gemma,g2f_labels_fold24_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,24,n192_gemma,g2f_labels_fold24_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,24,n3072_gemma,g2f_labels_fold24_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,24,n384_gemma,g2f_labels_fold24_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,24,n768_gemma,g2f_labels_fold24_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,24,n96_gemma,g2f_labels_fold24_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,25,n1536_gemma,g2f_labels_fold25_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,25,n192_gemma,g2f_labels_fold25_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,25,n3072_gemma,g2f_labels_fold25_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,25,n384_gemma,g2f_labels_fold25_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,25,n768_gemma,g2f_labels_fold25_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,25,n96_gemma,g2f_labels_fold25_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,26,n1536_gemma,g2f_labels_fold26_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,26,n192_gemma,g2f_labels_fold26_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,26,n3072_gemma,g2f_labels_fold26_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,26,n384_gemma,g2f_labels_fold26_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,26,n768_gemma,g2f_labels_fold26_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,26,n96_gemma,g2f_labels_fold26_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,27,n1536_gemma,g2f_labels_fold27_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,27,n192_gemma,g2f_labels_fold27_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,27,n3072_gemma,g2f_labels_fold27_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,27,n384_gemma,g2f_labels_fold27_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,27,n768_gemma,g2f_labels_fold27_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,27,n96_gemma,g2f_labels_fold27_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,28,n1536_gemma,g2f_labels_fold28_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,28,n192_gemma,g2f_labels_fold28_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,28,n3072_gemma,g2f_labels_fold28_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,28,n384_gemma,g2f_labels_fold28_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,28,n768_gemma,g2f_labels_fold28_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,28,n96_gemma,g2f_labels_fold28_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,29,n1536_gemma,g2f_labels_fold29_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,29,n192_gemma,g2f_labels_fold29_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,29,n3072_gemma,g2f_labels_fold29_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,29,n384_gemma,g2f_labels_fold29_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,29,n768_gemma,g2f_labels_fold29_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,29,n96_gemma,g2f_labels_fold29_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,30,n1536_gemma,g2f_labels_fold30_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,30,n192_gemma,g2f_labels_fold30_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,30,n3072_gemma,g2f_labels_fold30_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,30,n384_gemma,g2f_labels_fold30_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,30,n768_gemma,g2f_labels_fold30_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,30,n96_gemma,g2f_labels_fold30_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,31,n1536_gemma,g2f_labels_fold31_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,31,n192_gemma,g2f_labels_fold31_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,31,n3072_gemma,g2f_labels_fold31_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,31,n384_gemma,g2f_labels_fold31_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,31,n768_gemma,g2f_labels_fold31_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,31,n96_gemma,g2f_labels_fold31_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,32,n1536_gemma,g2f_labels_fold32_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,32,n192_gemma,g2f_labels_fold32_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,32,n3072_gemma,g2f_labels_fold32_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,32,n384_gemma,g2f_labels_fold32_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,32,n768_gemma,g2f_labels_fold32_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,32,n96_gemma,g2f_labels_fold32_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,33,n1536_gemma,g2f_labels_fold33_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,33,n192_gemma,g2f_labels_fold33_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,33,n3072_gemma,g2f_labels_fold33_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,33,n384_gemma,g2f_labels_fold33_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,33,n768_gemma,g2f_labels_fold33_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,33,n96_gemma,g2f_labels_fold33_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,34,n1536_gemma,g2f_labels_fold34_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,34,n192_gemma,g2f_labels_fold34_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,34,n3072_gemma,g2f_labels_fold34_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,34,n384_gemma,g2f_labels_fold34_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,34,n768_gemma,g2f_labels_fold34_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,34,n96_gemma,g2f_labels_fold34_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,35,n1536_gemma,g2f_labels_fold35_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,35,n192_gemma,g2f_labels_fold35_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,35,n3072_gemma,g2f_labels_fold35_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,35,n384_gemma,g2f_labels_fold35_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,35,n768_gemma,g2f_labels_fold35_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,35,n96_gemma,g2f_labels_fold35_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,36,n1536_gemma,g2f_labels_fold36_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,36,n192_gemma,g2f_labels_fold36_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,36,n3072_gemma,g2f_labels_fold36_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,36,n384_gemma,g2f_labels_fold36_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,36,n768_gemma,g2f_labels_fold36_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,36,n96_gemma,g2f_labels_fold36_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,37,n1536_gemma,g2f_labels_fold37_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,37,n192_gemma,g2f_labels_fold37_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,37,n3072_gemma,g2f_labels_fold37_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,37,n384_gemma,g2f_labels_fold37_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,37,n768_gemma,g2f_labels_fold37_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,37,n96_gemma,g2f_labels_fold37_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,38,n1536_gemma,g2f_labels_fold38_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,38,n192_gemma,g2f_labels_fold38_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,38,n3072_gemma,g2f_labels_fold38_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,38,n384_gemma,g2f_labels_fold38_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,38,n768_gemma,g2f_labels_fold38_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,38,n96_gemma,g2f_labels_fold38_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,39,n1536_gemma,g2f_labels_fold39_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,39,n192_gemma,g2f_labels_fold39_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,39,n3072_gemma,g2f_labels_fold39_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,39,n384_gemma,g2f_labels_fold39_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,39,n768_gemma,g2f_labels_fold39_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,39,n96_gemma,g2f_labels_fold39_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,40,n1536_gemma,g2f_labels_fold40_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,40,n192_gemma,g2f_labels_fold40_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,40,n3072_gemma,g2f_labels_fold40_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,40,n384_gemma,g2f_labels_fold40_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,40,n768_gemma,g2f_labels_fold40_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,40,n96_gemma,g2f_labels_fold40_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,41,n1536_gemma,g2f_labels_fold41_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,41,n192_gemma,g2f_labels_fold41_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,41,n3072_gemma,g2f_labels_fold41_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,41,n384_gemma,g2f_labels_fold41_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,41,n768_gemma,g2f_labels_fold41_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,41,n96_gemma,g2f_labels_fold41_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,42,n1536_gemma,g2f_labels_fold42_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,42,n192_gemma,g2f_labels_fold42_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,42,n3072_gemma,g2f_labels_fold42_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,42,n384_gemma,g2f_labels_fold42_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,42,n768_gemma,g2f_labels_fold42_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,42,n96_gemma,g2f_labels_fold42_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,43,n1536_gemma,g2f_labels_fold43_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,43,n192_gemma,g2f_labels_fold43_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,43,n3072_gemma,g2f_labels_fold43_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,43,n384_gemma,g2f_labels_fold43_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,43,n768_gemma,g2f_labels_fold43_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,43,n96_gemma,g2f_labels_fold43_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,44,n1536_gemma,g2f_labels_fold44_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,44,n192_gemma,g2f_labels_fold44_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,44,n3072_gemma,g2f_labels_fold44_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,44,n384_gemma,g2f_labels_fold44_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,44,n768_gemma,g2f_labels_fold44_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,44,n96_gemma,g2f_labels_fold44_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,45,n1536_gemma,g2f_labels_fold45_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,45,n192_gemma,g2f_labels_fold45_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,45,n3072_gemma,g2f_labels_fold45_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
e5_base,global_rf,45,n384_gemma,g2f_labels_fold45_n384_gemma__e5_base__global_rf.csv,384,True,True,True,True,present
e5_base,global_rf,45,n768_gemma,g2f_labels_fold45_n768_gemma__e5_base__global_rf.csv,768,True,True,True,True,present
e5_base,global_rf,45,n96_gemma,g2f_labels_fold45_n96_gemma__e5_base__global_rf.csv,96,True,True,True,True,present
e5_base,global_rf,46,n1536_gemma,g2f_labels_fold46_n1536_gemma__e5_base__global_rf.csv,1536,True,True,True,True,present
e5_base,global_rf,46,n192_gemma,g2f_labels_fold46_n192_gemma__e5_base__global_rf.csv,192,True,True,True,True,present
e5_base,global_rf,46,n3072_gemma,g2f_labels_fold46_n3072_gemma__e5_base__global_rf.csv,3072,True,True,True,True,present
